Chromosome	Start	End	Feature	read.counts.compensated.t1.bam	read.counts.compensated.t2.bam	read.counts.compensated.t3.bam	read.counts.compensated.t4.bam	read.counts.compensated.t5.bam	read.counts.compensated.t6.bam	read.counts.compensated.t7.bam	read.counts.compensated.n8.bam	read.counts.compensated.n9.bam	read.counts.compensated.n10.bam	read.counts.compensated.n11.bam	read.counts.compensated.n12.bam	read.counts.compensated.n13.bam	read.counts.compensated.t14.bam	read.counts.compensated.t15.bam	read.counts.compensated.t16.bam	read.counts.compensated.t17.bam	read.counts.compensated.t18.bam	read.counts.compensated.t19.bam	read.counts.compensated.t20.bam	read.counts.compensated.t21.bam	read.counts.compensated.t22.bam	read.counts.t1.bam	read.counts.t2.bam	read.counts.t3.bam	read.counts.t4.bam	read.counts.t5.bam	read.counts.t6.bam	read.counts.t7.bam	read.counts.n8.bam	read.counts.n9.bam	read.counts.n10.bam	read.counts.n11.bam	read.counts.n12.bam	read.counts.n13.bam	read.counts.t14.bam	read.counts.t15.bam	read.counts.t16.bam	read.counts.t17.bam	read.counts.t18.bam	read.counts.t19.bam	read.counts.t20.bam	read.counts.t21.bam	read.counts.t22.bam	fraction.of.bin.t1.bam	fraction.of.bin.t2.bam	fraction.of.bin.t3.bam	fraction.of.bin.t4.bam	fraction.of.bin.t5.bam	fraction.of.bin.t6.bam	fraction.of.bin.t7.bam	fraction.of.bin.n8.bam	fraction.of.bin.n9.bam	fraction.of.bin.n10.bam	fraction.of.bin.n11.bam	fraction.of.bin.n12.bam	fraction.of.bin.n13.bam	fraction.of.bin.t14.bam	fraction.of.bin.t15.bam	fraction.of.bin.t16.bam	fraction.of.bin.t17.bam	fraction.of.bin.t18.bam	fraction.of.bin.t19.bam	fraction.of.bin.t20.bam	fraction.of.bin.t21.bam	fraction.of.bin.t22.bam
11	101000001	102000000	11:101000001-102000000	10431.6644481269	6936.09524979128	3689.41236691025	8074.50950071362	3829.76483737173	4927.81651804097	7767.32707405604	4309.64644593489	3754.42858484462	4986.64071521968	4667.29217646063	5855.27319384047	21796.3693962716	3199.21072375435	4810.16812368355	6703.89447145427	9699.80051373132	2028.91880093582	11948.7694940685	10803.6268423109	2560.40058246275	13990.3833093369	9984	6721	3575	7728	3711	4775	7434	4176	3638	4832	4467	5604	20861	3100	4661	6496	9399	1966	11436	10340	2481	13390	0.957086	0.968989	0.968989	0.957086	0.968989	0.968989	0.957086	0.968989	0.968989	0.968989	0.957086	0.957086	0.957086	0.968989	0.968989	0.968989	0.968989	0.968989	0.957086	0.957086	0.968989	0.957086
11	102000001	103000000	11:102000001-103000000	11775.3292618965	7921.35678623928	4344.33385000303	10201.8791727969	4180.20317326147	5224.48460402961	7093.55928173932	5153.70324968482	4187.38389036891	5257.31073937792	5631.67921221139	6243.75025416068	24679.9139555326	3375.96285722785	5579.41719248323	5215.2522534629	10336.1293677994	2036.24620832491	12759.6479392392	11028.7485701833	2863.0544924105	15461.310749615	11293	7722	4235	9784	4075	5093	6803	5024	4082	5125	5401	5988	23669	3291	5439	5084	10076	1985	12237	10577	2791	14828	0.959039	0.974833	0.974833	0.959039	0.974833	0.974833	0.959039	0.974833	0.974833	0.974833	0.959039	0.959039	0.959039	0.974833	0.974833	0.974833	0.974833	0.974833	0.959039	0.959039	0.974833	0.959039
11	103000001	104000000	11:103000001-104000000	7781.82960235898	5658.11955393295	2703.09804901537	5730.14437746903	2981.43283497185	4065.31318758342	4987.06278526276	3445.6627516949	2838.2021604468	3350.17563534486	3340.78809755717	4132.10841190942	15108.9835895973	2617.76913653235	3867.22821217644	3188.66019385916	7196.07161940054	1658.83469148519	8304.24469964211	7279.94162088265	2134.23863246196	9927.93955996022	7582	5570	2661	5583	2935	4002	4859	3392	2794	3298	3255	4026	14721	2577	3807	3139	7084	1633	8091	7093	2101	9673	0.974321	0.984426	0.984426	0.974321	0.984426	0.984426	0.974321	0.984426	0.984426	0.984426	0.974321	0.974321	0.974321	0.984426	0.984426	0.984426	0.984426	0.984426	0.974321	0.974321	0.984426	0.974321
11	104000001	105000000	11:104000001-105000000	7205.24546717947	5180.58067184523	2470.53720850428	5387.26931902653	2552.0498414529	3518.12549121425	4304.56352412656	2697.96751771893	2451.41696126942	2825.77127555195	2674.44491128276	3409.71526453573	13427.7738276074	2141.46769030432	3413.46729582343	2822.75228914644	6125.52341676805	1558.80331404201	7404.21285672732	6362.91651853528	1798.30956887868	8929.29284767784	7134	5148	2455	5334	2536	3496	4262	2681	2436	2808	2648	3376	13295	2128	3392	2805	6087	1549	7331	6300	1787	8841	0.990112	0.993711	0.993711	0.990112	0.993711	0.993711	0.990112	0.993711	0.993711	0.993711	0.990112	0.990112	0.990112	0.993711	0.993711	0.993711	0.993711	0.993711	0.990112	0.990112	0.993711	0.990112
11	105000001	106000000	11:105000001-106000000	7623.03147613475	5162.7000709909	2537.54713846247	5955.68315725109	2660.39664278486	3676.42246132003	4486.75637479803	2955.43684578863	2704.70302139293	2981.6178876934	3062.37320256409	3704.20613163042	13934.051160361	2397.57926058696	3413.60507912213	2905.08868827945	6633.87323340902	1546.69539868189	8538.200195182	6639.02263220341	2053.1978632242	9576.87619710952	7530	5127	2520	5883	2642	3651	4432	2935	2686	2961	3025	3659	13764	2381	3390	2885	6588	1536	8434	6558	2039	9460	0.987796	0.993085	0.993085	0.987796	0.993085	0.993085	0.987796	0.993085	0.993085	0.993085	0.987796	0.987796	0.987796	0.993085	0.993085	0.993085	0.993085	0.993085	0.987796	0.987796	0.993085	0.987796
11	106000001	107000000	11:106000001-107000000	8496.39731818028	5959.70752702196	2830.58087024568	5843.51809756233	2985.45786530592	4385.46438644256	4964.01423215823	3601.90906274964	3013.98783808018	3498.9973752425	3502.62157832459	4180.97870204934	15649.4217544306	2721.55561714407	4067.55897552943	3436.84279169859	7711.24406984137	1690.40088687458	8755.0145574823	7274.12298481239	2381.23379905117	10320.059358814	8279	5849	2778	5694	2930	4304	4837	3535	2958	3434	3413	4074	15249	2671	3992	3373	7568	1659	8531	7088	2337	10056	0.974413	0.981424	0.981424	0.974413	0.981424	0.981424	0.974413	0.981424	0.981424	0.981424	0.974413	0.974413	0.974413	0.981424	0.981424	0.981424	0.981424	0.981424	0.974413	0.974413	0.981424	0.974413
11	107000001	108000000	11:107000001-108000000	17537.5417860362	8983.41915740455	4544.34879665726	10798.1869763683	4623.05209340548	5780.09276767809	9065.11815842414	5859.8181851633	5259.83331255021	6062.19809108731	6148.80383954591	7536.75938638432	31736.4877972449	4269.39831840696	6951.44313226856	5583.84558617602	12737.6686243686	2520.54973741718	17408.9281446303	13923.4984625311	2970.28286169275	19327.414962268	16363	8789	4446	10075	4523	5655	8458	5733	5146	5931	5737	7032	29611	4177	6801	5463	12462	2466	16243	12991	2906	18033	0.933027	0.978358	0.978358	0.933027	0.978358	0.978358	0.933027	0.978358	0.978358	0.978358	0.933027	0.933027	0.933027	0.978358	0.978358	0.978358	0.978358	0.978358	0.933027	0.933027	0.978358	0.933027
11	108000001	109000000	11:108000001-109000000	16393.3700826251	8806.60290413091	4746.07987599613	16345.8017640103	4904.53405309616	5747.46715848544	12999.4258614567	5648.2985578514	4788.11873930839	9064.22568186497	5965.95214627147	7605.39977853076	52924.7325388318	4774.10578487097	7772.87803447834	5396.06537797789	12650.4640982718	2287.3453320154	14794.8533291739	12762.6905083505	4527.262202858	19503.0106320723	14819	8170	4403	14776	4550	5332	11751	5240	4442	8409	5393	6875	47842	4429	7211	5006	11736	2122	13374	11537	4200	17630	0.903963	0.927713	0.927713	0.903963	0.927713	0.927713	0.903963	0.927713	0.927713	0.927713	0.903963	0.903963	0.903963	0.927713	0.927713	0.927713	0.927713	0.927713	0.903963	0.903963	0.927713	0.903963
11	109000001	110000000	11:109000001-110000000	10813.8224588824	6797.95784466497	3180.10333798081	6325.22375047823	3449.72525219388	4654.30984991389	5627.99614486445	4294.47223816944	3456.90150086115	4382.63757893874	3922.03594642114	4693.4811832172	18187.5009146539	2881.77642909866	4525.13737390306	5016.19781842041	8575.61715738538	1926.31017797097	9199.85031035514	7665.32238675539	2453.25186582465	11091.8772461287	10345	6631	3102	6051	3365	4540	5384	4189	3372	4275	3752	4490	17399	2811	4414	4893	8365	1879	8801	7333	2393	10611	0.956646	0.97544	0.97544	0.956646	0.97544	0.97544	0.956646	0.97544	0.97544	0.97544	0.956646	0.956646	0.956646	0.97544	0.97544	0.97544	0.97544	0.97544	0.956646	0.956646	0.97544	0.956646
11	110000001	111000000	11:110000001-111000000	13763.9017380352	7141.96279786596	3691.09992945581	7708.44949480791	3660.56132000086	5019.52944074645	6906.87042557411	4713.12539254838	3963.91150725343	4801.68735996775	4837.50891652883	5689.96541373213	23186.6090609584	3296.13391383837	5136.59411032378	6023.23173816603	9578.94383237154	1948.36328322626	11454.6894971337	9385.32798808845	2696.55921487271	13687.0664386527	13256	7016	3626	7424	3596	4931	6652	4630	3894	4717	4659	5480	22331	3238	5046	5917	9410	1914	11032	9039	2649	13182	0.963099	0.982363	0.982363	0.963099	0.982363	0.982363	0.963099	0.982363	0.982363	0.982363	0.963099	0.963099	0.963099	0.982363	0.982363	0.982363	0.982363	0.982363	0.963099	0.963099	0.982363	0.963099
11	111000001	112000000	11:111000001-112000000	16095.1604814443	8388.37837509467	4758.64554773023	10103.2263457038	4455.9146926725	5683.03775732123	8533.93513874958	5951.34436799112	4961.14110295279	5745.81137944022	5926.11166833835	6825.68538950184	27866.9341357406	3846.40307145258	6589.2053669422	5852.12154593207	11552.3714254472	2466.39586261082	13855.1069876296	12475.9695753928	3169.05543923311	17156.6783684387	15405	8285	4700	9670	4401	5613	8168	5878	4900	5675	5672	6533	26672	3799	6508	5780	11410	2436	13261	11941	3130	16421	0.95712	0.987676	0.987676	0.95712	0.987676	0.987676	0.95712	0.987676	0.987676	0.987676	0.95712	0.95712	0.95712	0.987676	0.987676	0.987676	0.987676	0.987676	0.95712	0.95712	0.987676	0.95712
11	112000001	113000000	11:112000001-113000000	11617.415073995	6906.94411288024	3243.45341161942	5407.68369858557	3541.60937740804	5341.62529249	5970.34469635744	4257.78806550164	3641.33046056031	4286.99929187958	3754.48338513225	4513.56422212629	17873.1823492222	2885.86770940672	4681.85448981586	4042.22936050582	8720.05471564886	2126.37582358031	9629.68722186644	8118.68668785	2404.38611600483	11191.8387556803	11356	6857	3220	5286	3516	5303	5836	4227	3615	4256	3670	4412	17471	2865	4648	4013	8657	2111	9413	7936	2387	10940	0.977498	0.992769	0.992769	0.977498	0.992769	0.992769	0.977498	0.992769	0.992769	0.992769	0.977498	0.977498	0.977498	0.992769	0.992769	0.992769	0.992769	0.992769	0.977498	0.977498	0.992769	0.977498
11	113000001	114000000	11:113000001-114000000	15198.1954291847	8306.99756038723	4263.51855347213	7764.23886599603	4440.15580414865	6814.16045324109	7566.27786431336	5396.01566923817	4650.10179352418	5401.06244782893	4745.85454033976	5926.32725037378	23226.0349974213	3748.74713721484	6326.64164137389	5165.88256549962	11254.3162573897	2504.21153673399	12857.0461092849	11240.0172955401	2999.8051943464	14799.1477257928	14587	8230	4224	7452	4399	6751	7262	5346	4607	5351	4555	5688	22292	3714	6268	5118	11150	2481	12340	10788	2972	14204	0.959785	0.990731	0.990731	0.959785	0.990731	0.990731	0.959785	0.990731	0.990731	0.990731	0.959785	0.959785	0.959785	0.990731	0.990731	0.990731	0.990731	0.990731	0.959785	0.959785	0.990731	0.959785
11	114000001	115000000	11:114000001-115000000	9553.05461933492	6524.76929807604	3569.13935718864	5809.88834346099	3616.9584990894	5239.757038062	5287.80160291957	4184.68363059204	3520.3027867368	4151.1084884064	3461.01288946693	4395.00238388719	17018.7920333888	3185.56879343148	4814.47190371056	3905.90820759612	8833.31468047656	1968.7242463398	9573.64975702886	7889.99725054912	2675.8370893404	10951.4644687536	9277	6413	3508	5642	3555	5150	5135	4113	3460	4080	3361	4268	16527	3131	4732	3839	8682	1935	9297	7662	2630	10635	0.971103	0.98287	0.98287	0.971103	0.98287	0.98287	0.971103	0.98287	0.98287	0.98287	0.971103	0.971103	0.971103	0.98287	0.98287	0.98287	0.98287	0.98287	0.971103	0.971103	0.98287	0.971103
11	115000001	116000000	11:115000001-116000000	10423.2180693538	6294.51212990226	2955.5347913568	5403.95312910258	3558.95227351159	5417.63956804188	5342.89151182458	3952.48541404732	3233.02610840123	3990.82966876618	3490.68912105873	4326.21558414596	17520.6133842994	2706.29713568417	4264.28474847178	3424.74738199556	8075.50185566012	2966.63444403858	13566.8736655492	7742.61307084979	2117.00648421529	10266.4932516736	10242	6238	2929	5310	3527	5369	5250	3917	3204	3955	3430	4251	17216	2682	4226	3394	8003	2940	13331	7608	2098	10088	0.982614	0.991022	0.991022	0.982614	0.991022	0.991022	0.982614	0.991022	0.991022	0.991022	0.982614	0.982614	0.982614	0.991022	0.991022	0.991022	0.991022	0.991022	0.982614	0.982614	0.991022	0.982614
11	116000001	117000000	11:116000001-117000000	29376.5577659807	8848.78343052483	4319.32435149809	7461.68405447353	4853.20731952544	7086.26583551176	5092.80027251159	5882.76694148401	4861.25075407199	5722.90367987131	4455.90037974107	4724.57378083447	23255.8418473215	3935.25035190026	6244.72149607883	5384.07399959783	11575.5077418057	4120.24934647094	18239.8054036938	11175.1342767288	3020.30967223004	13585.9982776116	24492	8801	4296	6221	4827	7048	4246	5851	4835	5692	3715	3939	19389	3914	6211	5355	11513	4098	15207	9317	3004	11327	0.833726	0.9946	0.9946	0.833726	0.9946	0.9946	0.833726	0.9946	0.9946	0.9946	0.833726	0.833726	0.833726	0.9946	0.9946	0.9946	0.9946	0.9946	0.833726	0.833726	0.9946	0.833726
11	117000001	118000000	11:117000001-118000000	39018.0903715209	9838.71453375754	5117.57680379779	5792.76531205952	5658.54050202234	7819.38436524584	6321.04019027633	6656.16186757931	5486.91751056334	6628.05985728193	5094.07918280502	5336.30660392287	24003.6419318793	4506.35807982978	7198.12920902877	7322.58096891717	13484.9503698425	4779.34903700433	19336.8080998902	11714.556285619	3553.9006593936	13406.4965637788	32055	9803	5099	4759	5638	7791	5193	6632	5467	6604	4185	4384	19720	4490	7172	7296	13436	4762	15886	9624	3541	11014	0.821542	0.99637	0.99637	0.821542	0.99637	0.99637	0.821542	0.99637	0.99637	0.99637	0.821542	0.821542	0.821542	0.99637	0.99637	0.99637	0.99637	0.99637	0.821542	0.821542	0.99637	0.821542
11	118000001	119000000	11:118000001-119000000	58816.6465150747	13343.7799693157	11739.7772582656	12751.56987402	6461.47697246339	7938.59746510475	10271.2176761964	8643.85112909314	7317.93194672216	9426.29147594683	8719.62635048169	9849.49686025196	46859.7644213893	6069.19944721647	8929.33612051273	11454.292266846	18549.1229795328	5455.93539157439	41758.8927025235	19946.4195171419	4939.94770337898	26099.1555832911	48256	12620	11103	10462	6111	7508	8427	8175	6921	8915	7154	8081	38446	5740	8445	10833	17543	5160	34261	16365	4672	21413	0.820448	0.945759	0.945759	0.820448	0.945759	0.945759	0.820448	0.945759	0.945759	0.945759	0.820448	0.820448	0.820448	0.945759	0.945759	0.945759	0.945759	0.945759	0.820448	0.820448	0.945759	0.820448
11	119000001	120000000	11:119000001-120000000	8523.81452947054	10408.3512749385	5073.5204452319	10530.2584189508	5736.53149917354	8744.16278714681	9607.66163558856	7144.53333551946	5703.73960778848	6916.01484242984	7147.06335606827	8774.87515857132	34509.6102130647	4928.00642721071	7408.91795981149	7255.20596894403	15035.082200049	5307.16267135044	28579.068279306	15011.5885912335	3826.40382599393	20104.24118966	8352	10157	4951	10318	5598	8533	9414	6972	5566	6749	7003	8598	33814	4809	7230	7080	14672	5179	28003	14709	3734	19699	0.979843	0.975851	0.975851	0.979843	0.975851	0.975851	0.979843	0.975851	0.975851	0.975851	0.979843	0.979843	0.979843	0.975851	0.975851	0.975851	0.975851	0.975851	0.979843	0.979843	0.975851	0.979843
11	120000001	121000000	11:120000001-121000000	7067.46776013784	8061.24692182184	3928.77383130071	7872.71128104003	4192.97782098264	7077.03663964794	7671.90242295968	5460.55192415127	4493.48464894147	5167.10398141295	5332.47922632363	6797.37984601977	26778.8652693048	3551.62767809063	5885.0934495562	4741.55404383366	10491.5202620258	4112.30484703396	22916.3068841293	12286.4899816461	2930.4457786858	14959.2558826955	7039	7994	3896	7841	4158	7018	7641	5415	4456	5124	5311	6770	26671	3522	5836	4702	10404	4078	22824	12237	2906	14899	0.995972	0.991658	0.991658	0.995972	0.991658	0.991658	0.995972	0.991658	0.991658	0.991658	0.995972	0.995972	0.995972	0.991658	0.991658	0.991658	0.991658	0.991658	0.995972	0.995972	0.991658	0.995972
11	121000001	122000000	11:121000001-122000000	5989.96325817452	6972.57867907235	4423.25514386052	8083.40465450603	3816.32200561771	5086.3857949036	7048.8669324586	4568.3469041812	3976.74036033845	4762.4837665821	5153.39889804981	6096.56429920983	24690.8315997974	3345.28467105552	4898.37957026273	4165.76835793933	9101.95352772223	3202.23645665486	20270.4417648665	10454.0087575293	2635.15246385223	14599.2663817881	5900	6824	4329	7962	3735	4978	6943	4471	3892	4661	5076	6005	24320	3274	4794	4077	8908	3134	19966	10297	2579	14380	0.984981	0.978691	0.978691	0.984981	0.978691	0.978691	0.984981	0.978691	0.978691	0.978691	0.984981	0.984981	0.984981	0.978691	0.978691	0.978691	0.978691	0.978691	0.984981	0.984981	0.978691	0.984981
11	122000001	123000000	11:122000001-123000000	9137.26744310792	9382.90867097472	5319.5410206639	11994.0045303191	5078.95361884403	6226.60671433369	10323.4876713812	6375.05426013743	5395.30045783271	6416.00530725571	7598.55283175596	8609.03672991472	33529.8787521494	4634.63475761075	6989.31996691155	5711.64729682138	13678.6735136817	4428.85574584142	29425.6180656947	15353.4292594859	3585.26417520496	20736.8869535188	8943	9165	5196	11739	4961	6082	10104	6227	5270	6267	7437	8426	32817	4527	6827	5579	13361	4326	28800	15027	3502	20296	0.978739	0.976776	0.976776	0.978739	0.976776	0.976776	0.978739	0.976776	0.976776	0.976776	0.978739	0.978739	0.978739	0.976776	0.976776	0.976776	0.976776	0.976776	0.978739	0.978739	0.976776	0.978739
11	123000001	124000000	11:123000001-124000000	7471.84321933505	8107.47265754846	4506.74136351475	9234.19404208469	4203.72457293888	5964.05957370909	8717.99059743491	5099.60030159798	4438.84128000778	5286.0721727216	6028.08671008018	7081.66600628921	27061.3606598532	3899.69434828081	5766.43992768134	4850.29551737837	10807.2610525121	3747.67923595178	24208.1267763397	12709.4934047952	2789.98402827886	16533.6333765855	7411	8000	4447	9159	4148	5885	8647	5032	4380	5216	5979	7024	26841	3848	5690	4786	10664	3698	24011	12606	2753	16399	0.991857	0.986744	0.986744	0.991857	0.986744	0.986744	0.991857	0.986744	0.986744	0.986744	0.991857	0.991857	0.991857	0.986744	0.986744	0.986744	0.986744	0.986744	0.991857	0.991857	0.986744	0.991857
11	124000001	125000000	11:124000001-125000000	5699.64732298908	6533.98673200653	3322.55447766999	7546.13964236677	3415.49306445796	5110.61207130814	6581.08801008973	4140.81812221626	3542.77852027627	4186.27721357994	4439.43898063147	5447.80712667461	20587.4323683153	4185.26701154964	4635.81711706524	3966.05317097366	8756.43119867542	3255.88114366992	18509.2470683283	9870.1209739567	2538.63770215405	13157.1392162532	5658	6468	3289	7491	3381	5059	6533	4099	3507	4144	4407	5408	20437	4143	4589	3926	8668	3223	18374	9798	2513	13061	0.992693	0.989901	0.989901	0.992693	0.989901	0.989901	0.992693	0.989901	0.989901	0.989901	0.992693	0.992693	0.992693	0.989901	0.989901	0.989901	0.989901	0.989901	0.992693	0.992693	0.989901	0.992693
11	125000001	126000000	11:125000001-126000000	7532.13745546674	8536.57429220892	4052.8801479498	9038.56494656009	4343.45258574157	6690.22859374038	8149.41021752571	5332.20601989412	4354.55083857389	5301.93805762415	5474.89723868619	6788.99341240064	26735.0600859147	5627.82311806422	6118.16410683784	5546.09961993529	11421.1110965376	4164.87160834871	23285.1800160712	12165.2075667772	2995.51933265197	16938.2465425677	7480	8461	4017	8976	4305	6631	8093	5285	4316	5255	5437	6742	26550	5578	6064	5497	11320	4128	23124	12081	2969	16821	0.993078	0.991147	0.991147	0.993078	0.991147	0.991147	0.993078	0.991147	0.991147	0.991147	0.993078	0.993078	0.993078	0.991147	0.991147	0.991147	0.991147	0.991147	0.993078	0.993078	0.991147	0.993078
11	126000001	127000000	11:126000001-127000000	6736.21628248895	8209.39330703754	3857.92231081304	7475.86348283385	4162.49512482459	6782.02236348504	7623.59193181578	5178.74302900176	4257.98825132987	5184.77417383368	5126.27767521649	6208.61467898206	23852.6172556878	5401.89538778251	5803.97170990997	7119.76647407211	10961.605732	3894.10917980451	21547.2494872215	11040.4404116699	2834.63807099864	15285.3721701711	6703	8167	3838	7439	4141	6747	7586	5152	4236	5158	5101	6178	23735	5374	5774	7083	10905	3874	21441	10986	2820	15210	0.995069	0.994836	0.994836	0.995069	0.994836	0.994836	0.995069	0.994836	0.994836	0.994836	0.995069	0.995069	0.995069	0.994836	0.994836	0.994836	0.994836	0.994836	0.995069	0.995069	0.994836	0.995069
11	127000001	128000000	11:127000001-128000000	4839.45710660566	5893.41004056424	2648.67789879691	6462.39024459343	2861.26379774028	4479.5612389791	5855.308023401	3395.27143862676	3003.66583531001	3441.04352213131	3879.25539341963	4814.16201405598	17890.7130585409	3845.87217179382	4129.65908952206	4922.02471285646	7311.32747179422	2826.68044575906	16618.8758051428	8224.95229345545	2139.08203577953	11347.3785177885	4783	5794	2604	6387	2813	4404	5787	3338	2953	3383	3834	4758	17682	3781	4060	4839	7188	2779	16425	8129	2103	11215	0.988334	0.983132	0.983132	0.988334	0.983132	0.983132	0.988334	0.983132	0.983132	0.983132	0.988334	0.988334	0.988334	0.983132	0.983132	0.983132	0.983132	0.983132	0.988334	0.988334	0.983132	0.988334
11	128000001	129000000	11:128000001-129000000	5200.06306805756	6748.82809380165	3963.69497058203	7022.93337673501	3408.71623794048	4841.21669359645	5926.36295667123	4184.86730683771	3612.48149217603	4249.37590491228	4516.48670230351	5399.43950806915	20192.9679115827	4474.64402517269	4589.32597730526	5675.73268456115	8800.81588017374	3212.11860571321	17567.5057091851	9181.48850788096	2729.8400391557	13655.2516873248	5112	6591	3871	6904	3329	4728	5826	4087	3528	4150	4440	5308	19851	4370	4482	5543	8595	3137	17270	9026	2666	13424	0.983065	0.976614	0.976614	0.983065	0.976614	0.976614	0.983065	0.976614	0.976614	0.976614	0.983065	0.983065	0.983065	0.976614	0.976614	0.976614	0.976614	0.976614	0.983065	0.983065	0.976614	0.983065
11	129000001	130000000	11:129000001-130000000	7481.7005364584	8058.48820266367	3931.59334338812	9419.59030383016	4367.18730028886	5969.47774738618	8475.59460527334	4969.45218436054	4472.50696592449	5094.19974948235	5878.84268367692	7215.91533977735	27606.0187617872	5421.4064776707	5905.0589227741	6682.17490222143	10749.7635420128	3947.95367979754	24466.4947718728	12963.3929262441	3015.41450446075	17194.5710573159	7347	7881	3845	9250	4271	5838	8323	4860	4374	4982	5773	7086	27109	5302	5775	6535	10513	3861	24026	12730	2949	16885	0.981996	0.977975	0.977975	0.981996	0.977975	0.977975	0.981996	0.977975	0.977975	0.977975	0.981996	0.981996	0.981996	0.977975	0.977975	0.977975	0.977975	0.977975	0.981996	0.981996	0.977975	0.981996
11	130000001	131000000	11:130000001-131000000	7171.37514529742	7972.72063002354	3910.24600146139	8278.1624298782	4190.34667532678	6046.52106844199	7486.73371405468	5027.60412438094	4153.8118048226	4865.22692214013	5331.78349421337	6457.77530701976	24596.9575984232	5141.2681659495	5602.01347730779	6795.48591377771	10461.1512543639	3922.42429162946	22079.1428715824	11842.1185626927	2959.32451083868	15843.7357861222	7095	7856	3853	8190	4129	5958	7407	4954	4093	4794	5275	6389	24335	5066	5520	6696	10308	3865	21844	11716	2916	15675	0.98935	0.98536	0.98536	0.98935	0.98536	0.98536	0.98935	0.98536	0.98536	0.98536	0.98935	0.98935	0.98935	0.98536	0.98536	0.98536	0.98536	0.98536	0.98935	0.98935	0.98536	0.98935
11	131000001	132000000	11:131000001-132000000	4712.44624834572	6089.01940786755	2612.1711858975	5129.7883723456	2987.06612461427	5137.67311176908	5718.0899206346	3506.07390267647	2893.34238993508	3298.47079145159	3280.40965900634	3950.16834475074	16243.1565948101	3902.13226535306	4066.40074656497	5032.86377406332	7342.70033196342	3129.16339977305	15495.9633462994	7903.35362051835	2266.50192788714	10340.0282384743	4686	6042	2592	5101	2964	5098	5686	3479	2871	3273	3262	3928	16152	3872	4035	4994	7286	3105	15409	7859	2249	10282	0.994388	0.992278	0.992278	0.994388	0.992278	0.992278	0.994388	0.992278	0.992278	0.992278	0.994388	0.994388	0.994388	0.992278	0.992278	0.992278	0.992278	0.992278	0.994388	0.994388	0.992278	0.994388
11	132000001	133000000	11:132000001-133000000	4439.87906194765	5735.28318902232	2451.37913927569	5214.29990149206	3003.71774091503	4679.81433388969	5097.9361483999	3241.72546562144	2780.77379625334	3168.41506940386	3124.76802484567	3810.91291376844	14902.5854822174	3861.34895146048	3879.42548751413	4535.20204546048	7089.0148890402	2797.84608030401	14398.0081735505	7098.18893862213	2042.64857406258	9711.35770418328	4426	5711	2441	5198	2991	4660	5082	3228	2769	3155	3115	3799	14856	3845	3863	4516	7059	2786	14353	7076	2034	9681	0.996874	0.995766	0.995766	0.996874	0.995766	0.995766	0.996874	0.995766	0.995766	0.995766	0.996874	0.996874	0.996874	0.995766	0.995766	0.995766	0.995766	0.995766	0.996874	0.996874	0.995766	0.996874
11	133000001	134000000	11:133000001-134000000	5693.15445476436	6826.57931243042	3093.11933169138	6015.90481393796	3926.27253750458	6071.56593225379	6352.81976567717	4371.77102392601	3649.23133752041	3917.13931113148	4120.88467998138	5004.1482021085	19890.1232319553	4466.14769644809	4960.35672352608	5938.6267483786	9152.50762878103	3635.02409649558	18492.8873510188	9651.1463202412	2612.10274270788	12935.3082822396	5627	6727	3048	5946	3869	5983	6279	4308	3596	3860	4073	4946	19659	4401	4888	5852	9019	3582	18278	9539	2574	12785	0.98838	0.985413	0.985413	0.98838	0.985413	0.985413	0.98838	0.985413	0.985413	0.985413	0.98838	0.98838	0.98838	0.985413	0.985413	0.985413	0.985413	0.985413	0.98838	0.98838	0.985413	0.98838
11	134000001	135000000	11:134000001-135000000	5800.98708158234	7778.18420360523	3395.83893848292	6362.30814417617	4395.44494055266	7203.81381935145	6630.41677335783	4830.75723177659	3914.78761899292	4838.81857050296	4570.90067428818	5706.59677767569	20993.8094018768	5053.45171409253	5637.89877175428	6893.45227838624	10483.7710136428	4878.11759679401	23720.0825413083	11404.1561858284	3181.20579489334	13351.2072419454	5777	7719	3370	6336	4362	7149	6603	4794	3885	4802	4552	5683	20907	5015	5595	6841	10404	4841	23622	11357	3157	13296	0.995865	0.992391	0.992391	0.995865	0.992391	0.992391	0.995865	0.992391	0.992391	0.992391	0.995865	0.995865	0.995865	0.992391	0.992391	0.992391	0.992391	0.992391	0.995865	0.995865	0.992391	0.995865
12	1	1000000	12:1-1000000	12147.1261411589	8261.3671190159	5561.92465294725	10636.1244517822	3258.73062226483	5463.89444106785	8715.48263385121	6997.29333425516	5696.07125867696	7316.14949710501	7164.03546342743	8575.47904561109	36370.8580975483	6936.41141319322	6952.92176466764	9360.33738903238	7644.29273265923	6021.11880332972	34952.1550700485	29748.1698419826	5955.07739743202	34306.0644369108	11713	8006	5390	10256	3158	5295	8404	6781	5520	7090	6908	8269	35071	6722	6738	9071	7408	5835	33703	28685	5771	33080	0.964261	0.969089	0.969089	0.964261	0.969089	0.969089	0.964261	0.969089	0.969089	0.969089	0.964261	0.964261	0.964261	0.969089	0.969089	0.969089	0.969089	0.969089	0.964261	0.964261	0.969089	0.964261
